16186961|3730|3040.20|5172|961|0
1|2977|4198.33|0519|210|0
2|9153|4867.57|2604|657|0
3|2278|9671.58|2033|309|0
4|3065|6339.50|2289|925|0
5|8228|2093.84|3895|539|0
6|4548|2561.52|0489|547|0
7|9166|3342.54|1035|570|0
8|7730|7217.48|2798|135|0
9|9361|6539.84|2920|409|0
10|3319|616.26|3311|199|0
11|3497|4790.89|2335|524|0
12|7598|9922.66|4410|495|0
13|9895|214.68|4367|666|0
14|3105|9309.44|0862|519|0
15|4968|2565.29|4377|947|0
16|2356|3336.98|3268|443|0
17|4089|7058.09|2603|888|0
18|6963|420.75|0146|19|0
19|5668|5634.11|0277|936|0
20|5646|8801.43|2305|868|0
21|3173|6942.11|0256|254|0
22|8501|9654.36|2181|227|0
23|3407|3922.65|2438|981|0
24|8966|3565.13|1273|183|0
25|5508|1053.81|4365|27|0
26|3749|5453.17|2058|461|0
27|5518|9584.28|1984|657|0
28|8518|6475.01|1323|689|0
29|3852|2419.14|1318|976|0
30|3709|5955.86|2134|152|0
31|8054|7319.31|4572|574|0
32|6459|4589.60|4374|946|0
33|2147|3667.65|2949|760|0
34|2161|3390.95|1583|302|0
35|8512|9419.92|4958|686|0
36|8866|9314.68|0425|498|0
37|3533|9122.45|1792|308|0
38|5348|6981.96|5196|331|0
39|3295|1933.11|3674|810|0
40|6367|1314.87|3892|743|0
41|9582|7865.79|0270|513|0
42|9551|4685.63|4587|937|0
43|3401|5693.46|3980|210|0
44|2555|4944.32|2705|451|0
45|8196|8978.08|2646|222|0
46|6741|3389.21|2703|309|0
47|2909|882.01|4517|442|0
48|3656|1953.04|4073|651|0
49|8910|2875.38|0543|898|0
50|4617|6856.04|1722|703|0
51|9937|4834.45|2651|69|0
52|3475|5955.62|0494|954|0
53|6539|407.11|3247|965|0
54|3351|3167.17|3566|205|0
55|2791|7801.38|4427|55|0
56|4838|260.39|4014|649|0
57|3524|8633.76|3093|30|0
58|5830|1248.39|2926|862|0
59|3803|1600.71|4070|99|0
60|5748|7367.04|3909|193|0
61|3411|333.65|1201|332|0
62|9723|8440.05|4023|701|0
63|2821|1739.48|1202|381|0
64|8958|9146.57|1985|436|0
65|2790|6746.98|4472|399|0
66|8036|3241.77|1926|453|0
67|4125|7838.22|3101|397|0
68|3003|6717.04|2539|217|0
69|9771|6599.72|0516|228|0
70|7268|1620.44|2882|328|0
71|2823|1609.54|0891|447|0
72|4307|3642.54|3342|873|0
73|2998|3159.77|2509|180|0
74|8335|4740.99|2454|815|0
75|8993|2593.57|0307|84|0
76|3429|6995.39|2670|337|0
77|7569|2117.64|2253|929|0
78|2928|5490.89|4665|716|0
79|5801|7234.16|0464|817|0
80|9657|5397.43|0634|27|0
81|9061|7832.67|5162|273|0
82|2399|4160.09|3471|951|0
83|6677|7053.01|1328|39|0
84|7485|5502.77|0916|492|0
85|9641|1751.25|4592|965|0
86|7202|5888.62|0589|280|0
87|9327|9909.45|2024|756|0
88|9635|4170.16|4670|686|0
89|4584|3038.00|1990|511|0
90|3179|2639.96|5030|466|0
91|7023|5950.76|1882|824|0
92|4779|9245.47|0169|940|0
93|7963|3370.17|3785|258|0
94|6283|1090.98|4067|207|0
95|4131|8591.40|0987|86|0
96|9071|6345.03|4494|222|0
97|2647|979.25|1118|498|0
98|7426|2674.59|1464|334|0
99|7045|8933.59|3078|973|0
100|5622|1578.92|3703|380|0
101|4787|9833.63|2013|755|0
102|6304|5066.38|3002|830|0
103|6862|1693.05|2645|300|0
104|6153|8763.17|2846|646|0
105|8473|2760.31|1651|77|0
106|4818|6116.71|2622|50|0
107|4953|6821.83|1937|125|0
108|2069|130.52|4628|800|0
109|8838|9027.92|1956|145|0
110|8320|685.39|0625|594|0
111|2614|4551.14|0906|448|0
112|6353|4359.68|4647|867|0
113|6331|8355.00|1920|267|0
114|2593|2765.56|1480|558|0
115|4392|4499.00|2177|184|0
116|8899|5925.68|0564|840|0
117|7874|6773.89|3744|187|0
118|2229|5113.04|3167|90|0
119|7516|4011.40|2135|407|0
120|8829|1255.33|4983|48|0
121|4448|4309.50|4825|362|0
122|2965|4471.87|1928|508|0
123|6631|8898.00|3993|284|0
124|2903|4231.30|1827|738|0
125|8782|7732.26|2912|33|0
126|9796|5016.29|4691|244|0
127|3287|8495.05|1260|589|0
128|8796|9660.20|3387|911|0
129|5424|5172.13|0681|993|0
130|9261|7324.30|0795|141|0
131|4728|7905.46|0516|857|0
132|3669|2944.01|1865|151|0
133|8445|9931.65|2623|38|0
134|8730|5694.14|3060|147|0
135|7005|9884.00|3155|396|0
136|2583|6282.58|1338|338|0
137|8455|806.40|4481|626|0
138|4742|2894.51|2526|888|0
139|8326|9896.88|0887|468|0
140|8475|4210.47|4764|120|0
141|5705|7394.45|2511|657|0
142|4578|9612.57|4814|632|0
143|4929|4413.38|0252|223|0
144|4705|7590.28|4325|376|0
145|5800|690.70|0960|698|0
146|6457|511.99|2282|233|0
147|9928|618.78|5035|943|0
148|5025|7227.96|3722|300|0
149|5018|507.43|4037|62|0
150|4103|2549.19|4719|411|0
151|7630|9608.32|2627|211|0
152|2163|6362.56|2992|524|0
153|3088|8433.23|1278|119|0
154|2704|1583.58|4635|548|0
155|2585|9915.97|2189|663|0
156|9996|8744.50|4006|125|0
157|5107|3786.49|3668|655|0
158|5959|6126.26|2740|450|0
159|7590|9519.78|2210|663|0
160|6900|9405.66|4693|717|0
161|4562|6307.29|1266|15|0
162|8514|5572.85|3220|470|0
163|7043|6291.48|0846|990|0
164|5578|1964.70|4893|276|0
165|5611|457.57|1684|984|0
166|8265|1255.37|1048|183|0
167|3895|671.19|3358|961|0
168|6555|8496.10|0677|750|0
169|2483|3111.70|3990|278|0
170|6331|7625.43|1674|106|0
171|4567|1877.20|0273|415|0
172|4530|1029.69|2589|173|0
173|8552|9514.67|3588|525|0
174|9435|1779.37|1965|567|0
175|6235|5483.12|4669|627|0
176|9963|4234.40|4035|863|0
177|5943|8525.27|0843|229|0
178|2534|2119.31|2296|903|0
179|4688|1905.43|2050|156|0
180|3398|8124.98|1611|989|0
181|7111|6361.59|3516|220|0
182|2973|5310.05|4584|168|0
183|9306|2209.73|1316|143|0
184|4857|4412.85|1896|686|0
